,Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments,cleaned_employees,Gender_clean
663,2014-08-28 06:02:05,26,Male,Ireland,unknown,Yes,No,No,Never,1-5,Yes,Yes,No,No,No,No,unknown,Somewhat difficult,unceratin,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,3.0,Male
664,2014-08-28 06:05:18,30,Male,Italy,unknown,No,No,No,Sometimes,More than 1000,No,No,unknown,No,No,No,Yes,Very easy,No,No,Some of them,Some of them,No,No,unknown,No,unknown,1001.0,Male
665,2014-08-28 06:10:25,30,Male,Ireland,unknown,No,No,Yes,Sometimes,26-100,Yes,Yes,No,No,unknown,No,unknown,Very difficult,unceratin,unceratin,Some of them,No,No,No,No,No,unknown,63.0,Male
666,2014-08-28 06:11:06,22,male,India,unknown,Yes,No,No,Sometimes,1-5,Yes,Yes,unknown,No,unknown,unknown,unknown,Very easy,unceratin,unceratin,Some of them,Some of them,Maybe,Maybe,Yes,Yes,unknown,300.0,Male
667,2014-08-28 06:27:59,24,male,Ireland,unknown,No,No,No,Sometimes,More than 1000,No,Yes,unknown,unknown,unknown,unknown,unknown,unknown,No,No,No,No,No,No,unknown,No,unknown,63.0,Male
668,2014-08-28 06:30:18,26,m,Netherlands,unknown,No,No,No,Never,26-100,No,Yes,No,No,No,No,unknown,unknown,unceratin,unceratin,No,No,No,No,unknown,No,unknown,15.0,Male
669,2014-08-28 07:01:30,43,male,France,unknown,No,No,No,Sometimes,100-500,No,Yes,unknown,No,No,No,unknown,unknown,No,No,Some of them,Yes,Maybe,Maybe,unknown,No,unknown,300.0,Male
670,2014-08-28 07:03:00,26,Male,Russia,unknown,No,No,No,Never,26-100,No,Yes,No,unknown,No,unknown,unknown,Somewhat difficult,No,No,Some of them,No,No,Maybe,unknown,No,unknown,300.0,Male
671,2014-08-28 07:03:03,23,Male,United States,NC,No,Yes,No,Sometimes,6-25,No,Yes,unknown,unknown,No,unknown,unknown,unknown,unceratin,No,No,No,No,Maybe,unknown,No,unknown,63.0,Male
672,2014-08-28 07:12:03,26,Man,Canada,unknown,No,No,No,Sometimes,100-500,Yes,Yes,Yes,unknown,unknown,Yes,unknown,Somewhat easy,No,No,Some of them,Some of them,No,No,Yes,No,unknown,63.0,Male
673,2014-08-28 08:00:40,26,female,Israel,unknown,No,Yes,No,Never,100-500,No,Yes,unknown,No,unknown,unknown,unknown,unknown,unceratin,No,Some of them,No,No,No,Yes,No,unknown,63.0,Female
674,2014-08-28 08:06:43,35,Male,Canada,unknown,No,Yes,No,Sometimes,26-100,No,Yes,unknown,No,No,No,unknown,unknown,unceratin,unceratin,Some of them,Some of them,No,No,No,No,unknown,15.0,Male
675,2014-08-28 08:18:06,28,Male,United States,IL,No,No,Yes,Sometimes,26-100,Yes,No,unknown,unknown,No,unknown,unknown,unknown,No,No,Some of them,Yes,No,Maybe,unknown,No,unknown,3.0,Male
676,2014-08-28 08:23:11,22,Male,India,unknown,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,unknown,unknown,unceratin,unceratin,Some of them,Yes,Maybe,Maybe,unknown,No,unknown,3.0,Male
677,2014-08-28 08:39:49,29,Female,United States,OH,No,Yes,Yes,Rarely,6-25,No,Yes,unknown,No,No,No,unknown,unknown,Yes,No,No,No,No,No,unknown,No,unknown,63.0,Female
678,2014-08-28 08:40:55,29,Male,Germany,unknown,Yes,No,No,Sometimes,1-5,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Yes,Yes,Yes,No,unknown,1001.0,Male
679,2014-08-28 08:43:23,45,Male,United States,VA,No,No,Yes,Often,1-5,Yes,Yes,Yes,unknown,No,Yes,unknown,Very easy,No,No,Yes,Yes,No,Maybe,Yes,No,unknown,63.0,Male
680,2014-08-28 08:43:57,33,male,Bulgaria,unknown,No,No,Yes,Rarely,26-100,Yes,Yes,No,No,No,No,unknown,Somewhat easy,unceratin,No,Some of them,Some of them,No,Maybe,unknown,Yes,unknown,1001.0,Male
681,2014-08-28 08:43:58,38,Male,United States,MN,No,No,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,unknown,unknown,No,No,Some of them,Yes,No,No,unknown,No,unknown,15.0,Male
682,2014-08-28 09:02:16,19,Trans woman,United States,MO,No,Yes,Yes,Often,26-100,No,No,unknown,unknown,No,No,unknown,Somewhat difficult,unceratin,unceratin,No,No,No,Maybe,No,No,unknown,1001.0,Female
683,2014-08-28 09:09:30,29,female,Canada,unknown,No,No,Yes,Rarely,More than 1000,Yes,No,Yes,Yes,Yes,unknown,Yes,Somewhat easy,No,No,No,Yes,No,Maybe,unknown,No,unknown,1001.0,Female
684,2014-08-28 09:16:21,21,Female,United Kingdom,unknown,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,unknown,unknown,Yes,unceratin,Some of them,No,No,No,unknown,No,unknown,300.0,Female
685,2014-08-28 09:18:13,23,Female,India,unknown,No,Yes,Yes,Sometimes,More than 1000,No,Yes,unknown,unknown,No,unknown,unknown,unknown,Yes,unceratin,No,No,No,No,unknown,No,unknown,63.0,Female
686,2014-08-28 09:40:42,33,female,United States,NC,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,No,No,Some of them,Yes,No,No,Yes,No,unknown,15.0,Female
687,2014-08-28 09:53:42,49,Male,United States,NY,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,unknown,Yes,Yes,Yes,Somewhat easy,unceratin,unceratin,Some of them,Yes,No,No,Yes,No,unknown,15.0,Male
688,2014-08-28 09:53:57,28,Male,United States,NM,No,No,No,Sometimes,26-100,Yes,Yes,unknown,No,No,No,unknown,unknown,unceratin,No,Some of them,No,No,No,unknown,No,unknown,3.0,Male
689,2014-08-28 09:54:21,27,f,United Kingdom,unknown,No,No,Yes,Sometimes,6-25,Yes,Yes,unknown,unknown,Yes,unknown,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,unknown,63.0,Female
690,2014-08-28 09:54:38,23,male,Canada,unknown,No,No,Yes,Sometimes,6-25,No,Yes,Yes,No,No,No,unknown,Somewhat easy,unceratin,unceratin,Some of them,Some of them,No,No,unknown,No,unknown,1001.0,Male
691,2014-08-28 09:54:47,29,M,Netherlands,unknown,No,No,No,Never,1-5,Yes,Yes,No,No,No,No,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Yes,No,unknown,15.0,Male
692,2014-08-28 09:54:51,30,m,Germany,unknown,No,No,No,Sometimes,26-100,No,Yes,unknown,No,No,unknown,Yes,Somewhat easy,No,No,Some of them,No,Maybe,Maybe,unknown,No,unknown,63.0,Male
693,2014-08-28 09:55:14,28,Female,Canada,unknown,No,No,No,Sometimes,More than 1000,No,Yes,Yes,unknown,unknown,unknown,unknown,Somewhat easy,No,No,Some of them,Yes,No,No,unknown,No,I am a contractor so my lack of knowledge of workplace wellness stems directly from my lack of access to that material since I am not covered by it. I am aware that mental health services are available and am aware of a colleague who has taken a leave of absence to deal with mental health issues but am otherwise uninformed.,300.0,Female
694,2014-08-28 09:56:03,32,Male,United Kingdom,unknown,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,unknown,unknown,Yes,No,No,No,No,Yes,No,No,unknown,1001.0,Male
695,2014-08-28 09:56:04,32,Male,United Kingdom,unknown,No,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Yes,Very easy,No,No,No,Yes,No,No,Yes,No,unknown,750.0,Male
696,2014-08-28 09:56:10,37,Male,France,unknown,No,No,No,Sometimes,100-500,No,Yes,No,No,No,No,unknown,Somewhat easy,unceratin,unceratin,Some of them,Some of them,No,Maybe,No,No,unknown,15.0,Male
697,2014-08-28 09:56:21,39,F,United States,TX,No,No,No,Sometimes,More than 1000,Yes,No,No,Yes,No,No,unknown,Very difficult,Yes,unceratin,No,No,No,Maybe,No,No,unknown,300.0,Female
698,2014-08-28 09:56:30,31,male,France,unknown,No,No,No,Sometimes,500-1000,No,Yes,unknown,No,No,unknown,unknown,unknown,unceratin,unceratin,Some of them,No,No,No,Yes,No,unknown,3.0,Male
699,2014-08-28 09:57:02,29,Male,United States,SC,No,No,No,Sometimes,6-25,No,Yes,No,No,No,unknown,unknown,Somewhat difficult,unceratin,unceratin,Some of them,No,No,No,unknown,No,unknown,300.0,Male
700,2014-08-28 09:57:10,30,M,United States,FL,No,No,No,Sometimes,100-500,No,No,Yes,No,No,unknown,unknown,unknown,unceratin,No,Some of them,Yes,No,No,unknown,No,unknown,63.0,Male
701,2014-08-28 09:57:25,33,M,United States,WA,Yes,Yes,Yes,Rarely,1-5,Yes,Yes,No,Yes,Yes,Yes,No,Very difficult,No,No,Yes,Yes,No,No,Yes,Yes,unknown,63.0,Male
702,2014-08-28 09:58:08,37,male,United States,CA,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,unknown,unknown,Yes,unknown,unceratin,No,Yes,Yes,No,No,unknown,No,unknown,300.0,Male
703,2014-08-28 09:59:39,23,Male,United States,OH,No,No,Yes,Often,26-100,No,No,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,No,Maybe,Yes,No,unknown,63.0,Male
704,2014-08-28 09:59:39,43,M,United States,TN,No,Yes,Yes,Sometimes,26-100,No,No,Yes,unknown,No,Yes,unknown,Somewhat easy,Yes,No,No,No,No,No,No,No,unknown,3.0,Male
705,2014-08-28 10:00:48,32,Male,United Kingdom,unknown,No,No,Yes,Rarely,100-500,No,Yes,unknown,No,No,No,unknown,unknown,unceratin,No,Yes,Yes,No,Maybe,No,Yes,unknown,63.0,Male
706,2014-08-28 10:01:15,26,Male,United States,NY,No,No,No,Never,26-100,No,Yes,unknown,unknown,No,No,unknown,unknown,Yes,Yes,Some of them,No,No,No,No,No,unknown,63.0,Male
707,2014-08-28 10:01:31,32,Male,United States,NY,Yes,No,Yes,Sometimes,1-5,Yes,Yes,unknown,unknown,unknown,unknown,unknown,Very easy,No,No,Yes,Yes,Yes,Yes,unknown,No,unknown,15.0,Male
708,2014-08-28 10:02:09,37,F,United States,MO,No,No,No,Sometimes,26-100,Yes,Yes,unknown,unknown,No,unknown,unknown,unknown,Yes,No,Some of them,No,No,No,unknown,No,unknown,15.0,Female
709,2014-08-28 10:02:23,29,Male,United States,NY,No,No,Yes,Often,26-100,No,Yes,Yes,Yes,No,No,Yes,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,unknown,300.0,Male
710,2014-08-28 10:02:45,34,Male,United Kingdom,unknown,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,unknown,Somewhat easy,unceratin,unceratin,Some of them,Yes,No,Maybe,unknown,No,unknown,15.0,Male
711,2014-08-28 10:04:34,27,male,France,unknown,No,No,No,Sometimes,6-25,No,Yes,unknown,unknown,unknown,unknown,unknown,unknown,No,No,Yes,Yes,No,No,Yes,No,unknown,3.0,Male
712,2014-08-28 10:04:41,30,male,United States,TN,No,Yes,No,Never,100-500,No,Yes,unknown,No,No,unknown,unknown,Very easy,No,No,Some of them,Yes,No,Maybe,unknown,No,unknown,750.0,Male
713,2014-08-28 10:05:43,29,Male,United States,CO,No,No,No,Never,6-25,No,Yes,Yes,Yes,No,Yes,Yes,unknown,unceratin,No,Some of them,Some of them,No,No,No,No,unknown,15.0,Male
714,2014-08-28 10:07:37,32,Male,United States,PA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,Yes,Yes,unknown,unknown,unknown,Very difficult,Yes,unceratin,Some of them,No,No,No,No,No,unknown,15.0,Male
716,2014-08-28 10:08:19,25,Male,Germany,unknown,No,No,No,Sometimes,500-1000,No,Yes,Yes,Yes,unknown,Yes,Yes,Somewhat easy,unceratin,unceratin,Some of them,Yes,Yes,Yes,Yes,No,unknown,15.0,Male
717,2014-08-28 10:08:34,37,male,United States,NY,Yes,No,No,Sometimes,6-25,Yes,Yes,Yes,Yes,Yes,No,Yes,Somewhat easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,unknown,1001.0,Male
718,2014-08-28 10:10:29,29,Male,Netherlands,unknown,No,Yes,No,Sometimes,6-25,No,Yes,No,No,No,No,unknown,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,unknown,3.0,Male
719,2014-08-28 10:11:52,27,Man,United States,MN,No,No,No,Sometimes,26-100,No,Yes,Yes,unknown,No,unknown,unknown,unknown,No,No,Yes,Yes,No,No,unknown,No,unknown,15.0,Male
720,2014-08-28 10:13:44,33,Male,United Kingdom,unknown,No,No,No,Sometimes,6-25,No,Yes,unknown,No,No,No,unknown,unknown,unceratin,No,Some of them,Some of them,No,Maybe,unknown,No,unknown,3.0,Male
721,2014-08-28 10:15:52,30,male,Canada,unknown,No,Yes,Yes,Sometimes,More than 1000,No,No,unknown,No,No,No,No,Very difficult,Yes,No,Some of them,No,No,Yes,No,Yes,unknown,300.0,Male
722,2014-08-28 10:16:55,29,male,Canada,unknown,No,No,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,unknown,Somewhat difficult,unceratin,unceratin,Yes,Yes,No,Maybe,unknown,No,unknown,15.0,Male
723,2014-08-28 10:17:19,25,Male,United States,MO,No,Yes,Yes,Never,6-25,Yes,Yes,unknown,No,Yes,unknown,unknown,unknown,Yes,No,Some of them,Yes,No,No,No,No,unknown,63.0,Male
724,2014-08-28 10:18:34,33,Male,United States,WY,No,Yes,Yes,Sometimes,1-5,No,No,No,Yes,No,No,unknown,unknown,No,No,Some of them,Yes,Maybe,Maybe,unknown,No,unknown,1001.0,Male
725,2014-08-28 10:18:46,31,Male,South Africa,unknown,No,No,No,Never,100-500,Yes,Yes,No,No,No,No,No,unknown,No,No,Some of them,Some of them,No,Maybe,No,No,Fully remote developer,3.0,Male
726,2014-08-28 10:20:37,21,male,Germany,unknown,No,No,No,Rarely,6-25,Yes,Yes,unknown,No,No,No,unknown,Very easy,unceratin,unceratin,Some of them,Some of them,No,Maybe,No,No,unknown,15.0,Male
727,2014-08-28 10:22:06,30,Male,Switzerland,unknown,No,Yes,Yes,Sometimes,26-100,No,Yes,unknown,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,unknown,63.0,Male
728,2014-08-28 10:24:19,29,Male,United States,MN,No,No,No,Sometimes,More than 1000,No,No,unknown,unknown,unknown,unknown,unknown,unknown,No,No,Yes,Yes,No,No,No,No,unknown,15.0,Male
729,2014-08-28 10:25:39,43,Male,Croatia,unknown,Yes,No,Yes,Sometimes,1-5,Yes,Yes,No,No,No,No,Yes,Very difficult,Yes,No,Yes,No,No,Maybe,No,Yes,unknown,63.0,Male
730,2014-08-28 10:29:47,37,m,United Kingdom,unknown,No,No,Yes,Often,6-25,No,Yes,No,No,No,No,unknown,unknown,Yes,No,Yes,Yes,Maybe,Yes,No,No,unknown,300.0,Male
731,2014-08-28 10:30:04,24,Male,France,unknown,No,No,No,Sometimes,26-100,No,Yes,No,No,Yes,No,unknown,unknown,unceratin,No,Yes,Some of them,No,No,unknown,No,unknown,1001.0,Male
732,2014-08-28 10:30:44,29,Male,United States,MD,No,No,No,Sometimes,6-25,Yes,Yes,unknown,unknown,No,No,unknown,Very easy,No,No,Yes,Yes,No,No,unknown,No,unknown,63.0,Male
733,2014-08-28 10:34:01,31,Male,United States,KY,No,No,No,Sometimes,26-100,No,No,Yes,Yes,Yes,Yes,Yes,unknown,No,No,Yes,Yes,No,No,unknown,No,unknown,15.0,Male
735,2014-08-28 10:42:09,33,Male,United Kingdom,unknown,Yes,No,No,Never,100-500,No,No,No,unknown,No,No,unknown,Very easy,No,No,Yes,Some of them,No,Yes,No,No,unknown,63.0,Male
736,2014-08-28 10:45:21,43,male,United States,NY,No,No,No,Sometimes,More than 1000,No,No,Yes,Yes,unknown,Yes,Yes,unknown,No,No,Some of them,Yes,No,Maybe,unknown,No,unknown,15.0,Male
737,2014-08-28 10:47:12,33,Male,United Kingdom,unknown,No,No,Yes,Sometimes,26-100,No,Yes,unknown,unknown,No,No,unknown,unknown,unceratin,No,Some of them,No,No,Maybe,unknown,No,unknown,300.0,Male
738,2014-08-28 10:51:08,27,Male,United Kingdom,unknown,No,No,No,Sometimes,6-25,No,Yes,No,No,No,Yes,Yes,unknown,unceratin,No,Yes,Some of them,No,Yes,Yes,No,unknown,63.0,Male
739,2014-08-28 10:52:33,36,Male,United States,TN,No,Yes,Yes,Sometimes,More than 1000,Yes,No,unknown,No,unknown,unknown,unknown,unknown,Yes,unceratin,No,No,No,Maybe,unknown,No,unknown,300.0,Male
740,2014-08-28 10:54:31,37,male,Australia,unknown,No,Yes,Yes,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,Yes,unknown,63.0,Male
741,2014-08-28 10:57:23,32,male,Belgium,unknown,No,No,No,Sometimes,6-25,No,Yes,No,Yes,No,No,unknown,Very difficult,Yes,unceratin,No,No,No,No,No,No,unknown,15.0,Male
742,2014-08-28 11:02:41,39,Male,United Kingdom,unknown,No,No,Yes,Sometimes,100-500,No,Yes,No,No,No,No,unknown,Very easy,No,No,No,Some of them,No,Yes,Yes,No,unknown,15.0,Male
743,2014-08-28 11:04:00,31,Male,United States,TX,No,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,unknown,unknown,Somewhat easy,unceratin,No,Some of them,Yes,Maybe,Yes,unknown,No,unknown,15.0,Male
744,2014-08-28 11:04:17,36,Male,United States,OH,No,No,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,No,No,unknown,Very difficult,unceratin,unceratin,Some of them,Some of them,Maybe,Maybe,unknown,No,I am a 15 year vet of the industry and I get 2 weeks of combined sick and vacation time a year and I have children to fit into that too. I've had heart problems from the stress. Fuck everything about startup culture. ,63.0,Male
745,2014-08-28 11:07:23,30,Male,United States,TX,Yes,No,Yes,Sometimes,26-100,Yes,Yes,unknown,unknown,unknown,unknown,unknown,unknown,No,No,Some of them,Some of them,No,Yes,unknown,No,unknown,63.0,Male
746,2014-08-28 11:09:03,28,male,Canada,unknown,No,No,No,Sometimes,6-25,No,Yes,Yes,unknown,No,unknown,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,1001.0,Male
747,2014-08-28 11:10:53,32,Male,Italy,unknown,No,No,No,Sometimes,6-25,No,Yes,No,No,No,No,No,Somewhat difficult,unceratin,No,Some of them,No,Maybe,Maybe,No,No,Italians are somewhat behind for what concerns mental health care in the workplace.  Physical health care is very much accepted with a doctor that certifies your ailment.  Mental health is treated quite differently I believe because most people are willing to admit that physical ailments should be covered while mental ailments are almost considered non-existent in most respects.  ,300.0,Male
748,2014-08-28 11:14:21,35,Male,United States,CA,No,Yes,Yes,Rarely,6-25,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,Since I am the CEO of my startup some of the would you feel comfortable and do you know the policy questions are interesting.  Of course I feel comfortable since no one can fire me and I know the policies because I chose them!However now I am curious if my employees know just how supportive the company would be of their mental health needs and this survey is making me realize that we probably haven't done a great job communicating that to everyone.  Thanks for doing this.,15.0,Male
749,2014-08-28 11:15:42,19,Male,Canada,unknown,No,No,Yes,Sometimes,26-100,No,Yes,unknown,unknown,No,No,unknown,Somewhat difficult,No,No,Some of them,Yes,No,Yes,unknown,No,unknown,1001.0,Male
750,2014-08-28 11:19:35,33,m,Norway,unknown,No,Yes,No,Sometimes,26-100,No,Yes,Yes,Yes,No,No,unknown,Very easy,No,No,Some of them,Yes,No,No,unknown,No,unknown,63.0,Male
751,2014-08-28 11:20:14,42,male,Germany,unknown,No,No,No,Sometimes,More than 1000,Yes,Yes,unknown,unknown,Yes,Yes,Yes,Very easy,No,No,Some of them,No,No,Maybe,Yes,No,unknown,63.0,Male
752,2014-08-28 11:21:17,37,Male,United States,MI,No,Yes,Yes,Sometimes,100-500,No,Yes,unknown,unknown,unknown,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,No,No,unknown,No,unknown,1001.0,Male
753,2014-08-28 11:21:48,40,Male,Thailand,unknown,Yes,No,No,Never,6-25,No,Yes,No,No,No,No,Yes,Very easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,63.0,Male
754,2014-08-28 11:22:04,36,M,United States,CA,No,No,No,Never,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,No,No,Some of them,Yes,No,No,Yes,No,unknown,1001.0,Male
755,2014-08-28 11:26:15,29,Female,United States,OR,No,Yes,Yes,Sometimes,26-100,Yes,No,unknown,No,No,unknown,unknown,unknown,unceratin,No,Some of them,Yes,No,Maybe,unknown,No,unknown,3.0,Female
756,2014-08-28 11:27:56,38,f,United States,NC,No,Yes,Yes,Sometimes,26-100,No,No,Yes,unknown,No,unknown,unknown,unknown,unceratin,No,No,No,No,No,unknown,No,I work for the state so the health plan is large and cumbersome.  I believe it covers most medical as a state benefit but I haven't seen any promotion of it.  And it's not really the same as a tech company where I am.  We are an IT department but hardly run like any tech company around.,63.0,Female
757,2014-08-28 11:29:20,26,M,United States,CA,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,unknown,unknown,Somewhat difficult,Yes,unceratin,No,No,No,Maybe,No,No,unknown,3.0,Male
758,2014-08-28 11:32:37,34,male,Germany,unknown,No,No,No,Rarely,26-100,No,Yes,No,No,No,No,Yes,Somewhat easy,unceratin,unceratin,No,Some of them,Maybe,Maybe,Yes,No,unknown,3.0,Male
759,2014-08-28 11:34:36,21,Male,United States,IL,No,No,Yes,Often,More than 1000,No,No,No,Yes,No,No,No,unknown,Yes,No,Some of them,Some of them,No,Yes,No,Yes,I have Narcolepsy and have been fired from a job before for falling asleep standing up during a meeting. I was standing up in the back of the room so that i could pace and try to prevent myself from falling asleep. I still managed to fall asleep while standing and fell over against the wall. I was fired the next day. The worst part is this is a condition i had given months of notice about to my boss and i reminded her of it before the meeting. I worked at a hospital at the time. I would have thought that they would be more accommodating.,300.0,Male
760,2014-08-28 11:36:48,31,Male,Canada,unknown,Yes,Yes,No,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Yes,No,I feel like most of my answers were useless due to answering that I am self-employed early on. Since my employer is me... my employer does/doesn't offer mental health benefits or would I be comfortable bring it up with 'them' doesn't make sense...,15.0,Male
761,2014-08-28 11:38:30,37,Female,United States,CA,No,Yes,Yes,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,unknown,unknown,unceratin,unceratin,Yes,Some of them,No,Maybe,Yes,No,unknown,3.0,Female
762,2014-08-28 11:40:11,37,Male,Ireland,unknown,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,unknown,Very easy,No,No,Yes,Yes,Maybe,Maybe,Yes,No,unknown,63.0,Male
763,2014-08-28 11:44:43,38,Male,Ireland,unknown,No,Yes,Yes,Sometimes,1-5,No,Yes,No,No,No,No,No,Very difficult,Yes,Yes,No,No,No,No,No,No,unknown,15.0,Male
764,2014-08-28 11:47:35,27,Female,United States,CA,No,No,Yes,Sometimes,100-500,No,Yes,unknown,unknown,Yes,unknown,unknown,Somewhat easy,Yes,No,Some of them,No,No,Maybe,No,No,unknown,63.0,Female
765,2014-08-28 11:48:12,39,Male,Netherlands,unknown,Yes,No,No,Sometimes,6-25,No,Yes,No,No,Yes,No,Yes,Somewhat easy,No,No,Some of them,Yes,Maybe,Maybe,Yes,No,unknown,750.0,Male
766,2014-08-28 11:50:06,33,Female,United States,AZ,Yes,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat easy,unceratin,Yes,Some of them,No,No,No,No,No,unknown,3.0,Female
767,2014-08-28 11:50:28,27,Male,United Kingdom,unknown,No,No,No,Never,26-100,No,Yes,unknown,unknown,No,unknown,unknown,Somewhat easy,No,No,Some of them,No,Yes,Yes,unknown,No,unknown,1001.0,Male
768,2014-08-28 11:54:23,36,F,United States,CA,No,No,Yes,Never,6-25,Yes,Yes,Yes,No,No,No,unknown,unknown,unceratin,unceratin,Some of them,Some of them,No,No,No,No,unknown,1001.0,Female
769,2014-08-28 11:58:21,28,Male,United Kingdom,unknown,No,No,No,Never,26-100,No,Yes,unknown,unknown,No,No,unknown,Somewhat easy,No,No,Some of them,Yes,Maybe,Yes,unknown,No,unknown,15.0,Male
770,2014-08-28 11:59:23,39,male,United Kingdom,unknown,No,No,Yes,Sometimes,500-1000,No,No,unknown,No,No,No,unknown,unknown,unceratin,unceratin,Some of them,Some of them,No,No,unknown,No,unknown,300.0,Male
771,2014-08-28 12:02:59,33,Male,United States,VA,Yes,Yes,Yes,Sometimes,1-5,Yes,Yes,No,Yes,No,No,Yes,Very easy,unceratin,unceratin,Yes,Yes,No,No,Yes,No,My current work situation was constructed in part because of my mental health issues. One of the reasons I'm self employed is to give me the most flexibility for coping with my mental health issues.I have been removed from a client project in the past because of a mental health condition. This was while I was an employee for a large consulting company. ,15.0,Male
772,2014-08-28 12:05:41,32,Male,United Kingdom,unknown,No,No,No,Sometimes,More than 1000,No,No,unknown,unknown,No,unknown,unknown,unknown,unceratin,No,Some of them,Some of them,No,Yes,unknown,No,unknown,1001.0,Male
773,2014-08-28 12:06:55,28,Male,United Kingdom,unknown,No,No,No,Sometimes,More than 1000,No,No,unknown,unknown,No,unknown,unknown,unknown,No,No,Some of them,Some of them,Yes,Yes,No,No,unknown,1001.0,Male
774,2014-08-28 12:07:28,37,Male,United Kingdom,unknown,No,Yes,Yes,Rarely,6-25,No,Yes,No,No,No,No,Yes,Somewhat easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,Some of these questions are not really suitable for non US people.,15.0,Male
775,2014-08-28 12:08:30,39,Male,Canada,unknown,No,No,Yes,Sometimes,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,No,Some of them,Yes,No,Maybe,No,Yes,unknown,63.0,Male
776,2014-08-28 12:09:18,43,msle,United States,VA,No,No,No,Sometimes,6-25,Yes,Yes,unknown,No,No,unknown,unknown,unknown,unceratin,No,No,No,No,Maybe,No,No,unknown,15.0,Male
777,2014-08-28 12:10:08,32,Neuter,United Kingdom,unknown,No,No,Yes,Sometimes,More than 1000,No,No,unknown,No,Yes,Yes,unknown,unknown,No,No,Yes,Some of them,Yes,Yes,Yes,Yes,unknown,1001.0,Not specified
778,2014-08-28 12:10:42,27,Female,United States,WA,No,No,No,Sometimes,More than 1000,No,Yes,unknown,unknown,No,Yes,unknown,unknown,unceratin,No,Some of them,Yes,No,No,unknown,No,unknown,3.0,Female
779,2014-08-28 12:12:49,31,Female,United Kingdom,unknown,No,No,No,Sometimes,6-25,No,Yes,unknown,No,No,No,unknown,unknown,No,No,Yes,Yes,Maybe,Maybe,unknown,No,unknown,15.0,Female
780,2014-08-28 12:15:08,43,Male,United Kingdom,unknown,No,No,Yes,Never,26-100,No,Yes,unknown,No,No,unknown,unknown,unknown,No,No,Yes,Yes,Yes,Yes,unknown,No,unknown,1001.0,Male
781,2014-08-28 12:19:34,33,Male,United States,WI,No,No,Yes,Sometimes,6-25,Yes,Yes,No,Yes,No,No,Yes,Somewhat difficult,No,No,Yes,Yes,Yes,Yes,unknown,No,unknown,3.0,Male
782,2014-08-28 12:19:42,34,male,United Kingdom,unknown,No,Yes,Yes,Sometimes,More than 1000,No,Yes,unknown,unknown,unknown,unknown,Yes,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,unknown,63.0,Male
